ID,CODIGO DE LA ENTIDAD,CODIGO UBIGEO INEI,CODIGO PAIS ,NOMBRE DE LA UO,Fecha,CO (ug/m3),H2S (ug/m3),NO2 (ug/m3),O3 (ug/m3),"PM10 
(ug/m3)","PM2.5 
(ug/m3)",SO2 (ug/m3),Ruido (dB),UV,Humedad (%),Latitud,Longitud,"Presion 
(Pa)",Temperatura (C)
272,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 8:00,2538.16,19.14,29.49,30.12,5.03,2.68,37.55,88.42,0.24,95.58,-12.04028,-77.04361,1000.45,19.44
273,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 9:00,2552.48,1.74,24.85,25.39,6.16,2.81,37.93,88.99,0.35,89.89,-12.04028,-77.04361,1000.73,20.55
274,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 10:00,2882.28,3.19,22.99,22.91,5.83,2.41,39.80,90.44,0.49,87.12,-12.04028,-77.04361,1000.84,21.01
275,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 11:00,3054.72,4.54,22.27,20.31,5.48,2.43,43.14,92.23,0.87,87.81,-12.04028,-77.04361,1000.67,21.16
276,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 12:00,3001.44,4.24,22.45,18.28,4.76,2.20,44.53,92.09,2.51,87.63,-12.04028,-77.04361,1000.33,21.31
277,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 13:00,2926.02,4.03,22.26,19.60,4.83,2.28,45.08,92.53,1.15,87.15,-12.04028,-77.04361,999.67,21.14
278,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 14:00,3173.15,4.95,10.29,28.49,4.00,1.96,48.03,92.89,3.11,84.19,-12.04028,-77.04361,998.79,21.71
279,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 15:00,3134.65,5.14,12.61,17.08,3.94,1.93,48.39,93.94,2.68,83.12,-12.04028,-77.04361,997.87,21.93
280,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 16:00,3407.87,7.08,20.17,24.11,4.13,1.91,47.99,93.75,1.32,84.85,-12.04028,-77.04361,997.60,21.83
281,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 17:00,3138.08,6.32,31.41,16.31,4.83,2.25,44.56,94.78,0.48,86.86,-12.04028,-77.04361,997.87,21.42
282,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 18:00,2926.05,5.31,37.50,7.46,5.46,2.40,42.47,93.82,0.17,85.83,-12.04028,-77.04361,998.24,21.23
283,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 19:00,2805.98,5.88,47.90,12.96,5.50,2.39,39.63,96.17,0.00,91.24,-12.04028,-77.04361,999.08,20.07
284,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 20:00,2802.26,6.72,44.15,18.13,5.65,2.65,38.98,89.35,0.00,92.49,-12.04028,-77.04361,1000.06,19.96
285,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 21:00,2880.54,6.20,43.15,16.28,7.28,2.98,38.44,85.91,0.00,93.26,-12.04028,-77.04361,1000.68,19.94
286,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 22:00,2602.79,5.63,38.64,15.06,5.85,2.63,37.42,83.68,0.00,93.30,-12.04028,-77.04361,1000.94,19.91
287,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 23:00,2188.75,6.68,34.65,12.53,6.49,2.76,35.85,78.58,0.00,93.25,-12.04028,-77.04361,1000.90,19.80
